Naam;Image URL;Aanbod;tekstveld (250 karakters);Hoe kan je winkelen;Adres;Postcode;Gemeente;Telefoonnummer;Link;E-mail;Column 12;Column 13;Cityzine;Column 15;Omschrijving;Link;image_path
De Gentsche Koekedoos;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/bb6421fb768babfcfc88fe23615deacf;Dranken en voeding;"Bakkerij:
Brood, koeken, droog gebak, frisdranken, chocolade en andere lekkernijen verkrijgbaar";;Goudstraat 31;9000;Gent;0495300760;;;;;;;;;https://communicatie-digitaal.gent.be/kooplokaal/degentschekoekedoos.jpg
De Hopduvel;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/5e6c08b5a6014d886ae67269e56a67da;Dranken en voeding;Dé Gentse bierwinkel, met 800 streekbieren, vele geschenken, een mooie wijnkelder, frisdranken voor iedereen, en veel meer.;;Coupure links 625d;9000;Gent;092252068;http://www.dehopduvel.be;;;;;;;http://www.dehopduvel.be;https://stad.gent/sites/default/files/webform/winkels/6750/_DSC6071.JPG
De Poort - Stripspeciaalzaak;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/d82e63eda5453331a0b622e76bd1ef08;Boeken;Dé Stripspeciaalzaak van Gent en omstreken. Vrijwel alles op voorraad! Nieuwigheden: Nederlandstalig. Persoonlijk advies en onberispelijke nabestelservice. Moderne en overzichtelijke zaak. Uitgebreide webwinkel. Enjoy! Ann & Rik;;Nederkouter 137;9000;Gent;092253128;http://www.depoort.com;;;;;;;http://www.depoort.com;https://stad.gent/sites/default/files/webform/winkels/6713/wl800wp600hl600hp750q85_IMG_4489.jpg
DE VIS;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/acd69157590737c0ba238baf973708c2;"Dranken en voeding;Koken en tafelen";"Bij De Vis kan je rekenen op het meest uitgebreide assortiment verse vis, schaal- en schelpdieren, viseieren en zee
Naast onze verse vis hebben wij ook een ruim aanbod dagverse bereidingen uit eigen keuken. Elke dag een wisselend assortiment.";;Voldersstraat 48;9000;Gent;0475290925;https://WWW.DEVIS.BE;info@devis.be;92243228;;;;;https://WWW.DEVIS.BE;https://stad.gent/sites/default/files/webform/winkels/10852/toog.jpg
Dekens2;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/f0f563e52ed8cbfef07988cf5f9992a1;Schoenen;Dekens2 : heel ruime keuze schoenen aan outletprijzen, maar ook meer en meer NIEUWE collecties. Reiskoffers & -trolleys, boekentassen, rugzakken, handtassen.;;Brusselsesteenweg 571;9050;Gentbrugge;092111229;https://https://www.dekens2.be;info@dekens2.be;092111229;;;;;https://https://www.dekens2.be;https://stad.gent/sites/default/files/webform/winkels/11513/-123360610_997660810754516_2235514402516983277_n.jpg
Deneef & Goemaere;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/a975c18fc59d943a73cefae43a9682ea;"Accessoires;Hobby en DIY;Juwelen;Muziek, film en games;Speelgoed;Wonen";Winkel met mooie goedgemaakte verzamelobjecten, kunst en oude schrijfwaren.;;Onderstraat 65;9000;Gent;0485576118;http://www.punkie.be/;kirsten@punkie.be;485576118;;;;;http://www.punkie.be/;https://communicatie-digitaal.gent.be/kooplokaal/DeneefGoemaere.jpg
Eccoshopgent;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/77e3016bddab820c2284cd6acf3506c9;Schoenen;"Ecco staat voor scandinavische kwaliteit. Duurzaam en modisch. Zowel stads-als wandelschoenen. 
Comfort aan de top.
Alle schoenen zijn met een uitneembaar voetbed dus geschikt voor orthopedische steunzolen. 
Een assortiment voor dames en heren.";;Nederkouter 119;9000;Gent;092253798;http://www.ecco.be;;;;;;;http://www.ecco.be;https://stad.gent/sites/default/files/webform/winkels/6715/4DE750AA-EE2C-46F7-A9CE-B0BADFEDB947.png
Elisa Lee;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/c0907accd32b47af070b5ba4133025ff;"Accessoires;Juwelen";Juwelenmerk met wortels in Gent – reeds 18 jaar ervaring in het ontwerp van maatwerk voor trouwringen, de ultieme verlovingsring, upcycling van oud goud en diamanten en juwelen voor speciale gelegenheden - of zomaar, omdat het kan.;;Hoogpoort 33D;9000;Gent;093290878;https://www.elisa-lee.be/;sylvie@elisalee.be;496795283;;;;;https://www.elisa-lee.be/;https://stad.gent/sites/default/files/webform/winkels/6949/shop%20gent.jpg
ESO Europart Service Oost;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/e07e4e0a545e7a4d448b9aa5fd2dedc1;"Accessoires;Elektronica";Bij ons kunt u terecht voor onderdelen en accessoires voor huishoudtoestellen. We hebben een uitgebreide stock aan onderdelen van alle gekende merken. Door voor herstelling te kiezen, werken we samen aan een kleinere afvalberg!;;Rooigemlaan 131;9000;Gent;092304424;http://www.onderdelenelektro.be;;;;;;;http://www.onderdelenelektro.be;https://stad.gent/sites/default/files/webform/winkels/6756/edited_1474559858320.jpg
Euro Car Center;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/d6fd27be84a6b7488eac929b70df293a;Fiets en auto;Wij zijn een handelszaak in het aankopen en verkopen van jonge en ongeval vrije tweehandswagens. Hierbij geven wij ook de na service aan onze klanten, zijnde onderhoud en herstellingen van hun wagen.;;Brusselsesteenweg, 612;9050;Gentbrugge;092302900;http://www.eurocarcenter.be;;;;;;;http://www.eurocarcenter.be;https://communicatie-digitaal.gent.be/kooplokaal/eurocarcenter.png
Fair Eco Fashion;;"Accessoires;Kleding;Schoenen";"Mama en zoon staan in een authentieke onafhankelijke fair & eco kledingwinkel voor vrouwen en mannen. De kwalitatieve merken zijn fair trade en ecologisch met certificaten.
‘DON'T JUST SAY IT but PROVE IT'";;Mageleinstraat 11;9000;Gent;092797729;https://www.fairecofashion.com;shop@fairecofashion.com;92797729;;;;;https://www.fairecofashion.com;
Fashion Loft;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/08be070001a4c11abf79df132ea817e8;"Accessoires;Juwelen;Kinderen;Kleding";"In ons klein familiebedrijfje vind je een uitgebreid assortiment dames- en kinderkledij.
Wij staan voor een persoonlijke en hartelijke service.";;Koningsdal 43;9000;Gent;;http://www.fashionloftgent.be;;;;ja;;;http://www.fashionloftgent.be;https://stad.gent/sites/default/files/webform/winkels/6703/Fashion%20Lab%20%283%20of%2098%29.jpg
Fiets! Gent Dampoort;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/f6c9eba1de5985fdb706d1216acd7d1c;"Fiets en auto;Sport";Onze fietsenwinkel in Gent beschikt over een groot servicepunt waar je terecht kan voor onderhoud en herstellingen daarnaast vind je er ook een assortiment aan e-bikes, stadsfietsen, speed-pedelecs, steps, accessoires en meer.;;Antwerpsesteenweg 184;9040;Sint-Amandsberg;;http://www.fiets.be;;;;;;;http://www.fiets.be;https://communicatie-digitaal.gent.be/kooplokaal/fiets!.png
Fietsen Wildiers-PDG;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/0f4f58a7bc77daedc93a26969ec72e53;Fietsen en auto's;Aanbod van alle topmerken fietsen zowel te Drongen als in Mariakerke. Specialiteit en grootste aanbod in de streek van E-Bikes en E-Bikes bakfietsen.;;Brugsesteenweg 652 Mariakerke en Baarledorpstraat 31 Drongen;;Gent;0476/201.164;https://www.fietsenwildiers.be;patrick.degeyter@fietsenwildiers.be;;;;;;https://www.fietsenwildiers.be;https://stad.gent/sites/default/files/webform/winkels/13080/IMG_5082.JPG
Fietsenmaeker;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/9ce535d77169ce8f461ea691b2add5b4;"Fiets en auto;Sport";Nieuwe en tweedehandsfietsen.  Alle fietsherstellingen.;;Florbertusstraat 3;9000;Gent;0495610366;http://www.fietsenmaeker.be;info@fietsenmaeker.be;495610366;;;;;http://www.fietsenmaeker.be;https://stad.gent/sites/default/files/webform/winkels/6865/image.jpg
Fotograaf ArtXpo op de Nebo-boot;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/a7667e6062e58d9e8bb71fa2548222bc;Hobby en DIY;"What makes you different makes you beautiful
 Dit is een overtuiging die mij drijft om jou te fotografen.
 Onbewaakte momenten in beeld in fotostudio ArtXpo op de Nebo-boot, Oude Dokken
 Met een Gift Card voor een fotoshoot verras je jong en oud.";;Handelsdokkaai 1;9000;Gent;0495 34 33 51;https://fotograaf.gent/;wouter@fotograaf.gent;0495/34.33.51;;;;;https://fotograaf.gent/;https://stad.gent/sites/default/files/webform/winkels/7525/nebo.jpg
Fotograaf Colourfulzebra;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/8b4005f5f7304479a05595c108ae9112;Hobby en DIY;"Als fotografe laat ik babies, jezelf, jouw familie, koppels en huwelijken schitteren op foto.
Ik bezorg je een comfortabele, leuke en gezellige shoot, zodanig dat je gelukkig en voldaan terug naar huis kan met unieke foto’s die dit alles uitstralen.";;Kongostraat 43;9000;Gent;;https://https://www.colourfulzebra.be;kim@colourfulzebra.be;474912845;;;;;https://https://www.colourfulzebra.be;https://stad.gent/sites/default/files/webform/winkels/12244/2020_Colourfulzebra_KimCallewaert_zelfportret.jpg
Fulltime Sport Gent;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/bfe884dc2c158368c6ec5bc95875cdb8;Sport;De Gentse voetbalspeciaalzaak. Snuister door ons aanbod op de webshop.;;Zeeschipstraat, 61;9000;Gent;092239489;http://www.fulltimesport.be;;;;;;;http://www.fulltimesport.be;https://stad.gent/sites/default/files/webform/winkels/6746/Afbeelding%20winkel%20website.jpg
Funky Pure;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/97e31fbcfeab9f71aedacbe1a2a0cbfa;"Kinderen;Kleding";Funky Pure is een webshop met baby-en kindermode. De accenten liggen op ecologische en duurzame kindermerken met net dat ietsje anders.;;Kongostraat 76;9000;Gent;0468003799;https://www.funkypure.be;info@funkypure.be;0465085972;;;;;https://www.funkypure.be;https://stad.gent/sites/default/files/webform/winkels/10106/inbound671830429194375268.jpg
Groot Vleeshuis;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/927343f301444b5f0758357304373b80;"Dranken;Koken en tafelen";Promotiecentrum voor Oost-Vlaamse streekproducten. Je kan zelf een eindejaarspakket samenstellen of kiezen voor een standaardpakket boordevol Lekker Oost-Vlaams.;;Groentenmarkt, 7;9000;Gent;09 223 23 24;https://www.grootvleeshuis.be/winkel/;info@grootvleeshuis.be;92678612;;ja;;;https://www.grootvleeshuis.be/winkel/;https://stad.gent/sites/default/files/webform/winkels/7109/eindejaarspakketten%202020%20%28bewerkt%29.jpg
Hanssens Hout;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/6098143529fb2b977c7b650cf12964c5;Wonen;Al jarenlang kopen onze klanten het meest kwalitatieve hout bij ons, voor alle toepassingen. We zijn ook gekend voor ons fijne maatwerk. Welke lengte, breedte of dikte u ook zoekt van een bepaalde houtsoort: u koopt het bij ons, met snelle afhaling en levering! Bekijk hieronder ons kort bedrijfsfilmpje:;;Port Arthurlaan 90;9000;Gent;092509684;http://www.hanssenshout.be;;;;;;;http://www.hanssenshout.be;https://stad.gent/sites/default/files/webform/winkels/6740/Hanssens%20Hout.JPG
Helen b & vrienden;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/f2b3cbd7d35067d89aed481ef51ca6a4;"Wonen;";Gezellige winkel rond het werk van Gentse  illustratrice helen b en haar vele creatieve  vrienden: een unieke selectie aan stijlvolle  objecten, juwelen, papierwaren, textiel,  keramiek, hout, prints, en zoveel meer.;;Vrijdagmarkt 28;9000;Gent;0477972024;https://www.helenb.be;helen@helenb.be;477972024;;ja;;;https://www.helenb.be;https://stad.gent/sites/default/files/webform/winkels/6893/IMG_8743-Edit1.jpg
Herbômont;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/7f21414292e6b1c5508e60c06eb7fdd9;Dranken en voeding;Bij Herbômont vind je gedroogde vruchten, noten, zaden en pitten. Keuken- en theekruiden. Geneeskrachtigen kruiden, groene voedingsaanvulling en voedingsupplementen.;;Visitatiestraat 161;9040;Sint-Amandsberg;;http://www.herbomont.com;;;;;;;http://www.herbomont.com;https://stad.gent/sites/default/files/webform/winkels/6702/overons.jpg
Het Objectief;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/51351f32c835e9252fb5da2d7eb5aab5;"Hobby en DIY;Wonen";In Het Objectief kan je terecht voor het scannen en het vergroten van je oude foto's. Als ook voor kwalitatieve prints van je foto's en tekeningen op bijzonder mooie papiersoorten met als doel het te schenken of aan je muur te hangen.;;Oude Houtlei 144;9000;Gent;0478740291;http://www.hetobjectief.com/prints;;;;;;;http://www.hetobjectief.com/prints;https://stad.gent/sites/default/files/webform/winkels/6712/gevelaanzicht.jpg
Hoarderlife;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/ac7388d37e5419cdf50effd819b3f8f2;"Planten en bloemen;Wonen";Hoarderlife is een (web)shop voor premium pre-owned interieur en meer. Wij verkopen zowel grote meubels als kleine leuke hebbedingen. Wij verzamelen spullen met een verhaal en karakter om jouw interieur op te fleuren.;;Gasmeterlaan, 39;9000;Gent;;https://www.hoarderlife.be;hey@hoarderlife.be;477397881;;;;;https://www.hoarderlife.be;https://stad.gent/sites/default/files/webform/winkels/11707/DSC02008.jpg
Ingrid Adriaenssens-Edelsmid;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/7a4ff80b9c71f7742a42512080190c22;Juwelen;Edelsmid Ingrid Adriaenssens al jaren gevestigd in hartje Gent. Met vakmanschap, hart en ziel, ontwerpt, giet, smeedt, emailleert zij juwelen voor iedereen die zichzelf of iemand anders wil verwennen met schoonheid en tijdloosheid.;;Kammerstraat 11;9000;Gent;0475646760;http://www.ingridadriaenssens.be/;ingridadriaenssens@skynet.be;475646760;;;;;http://www.ingridadriaenssens.be/;https://stad.gent/sites/default/files/webform/winkels/7481/_MG_9075%202.jpg
Jacquet;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/62d0a67a4d32c4fff878aa9034202ad4;"Dranken en voeding;";Deze zaak bestaat al 25 jaar. Sinds kort hebben mijn vriend en ik deze overgenomen. Het concept is bakkerij, maar vooral gespecialiseerd op ontbijt, brunch, lunch en gebak. Dit kan ook in niet-coronatijden ter plaatse genuttigd worden.;;Vlaanderenstraat 118;9000;Gent;092254725;https://https://www.facebook.com/search/top?q=Jacquet%20-%20Coffee%20Bar%20and%20Eatery;meryem_jacquet@hotmail.com;485990406;;;;;https://https://www.facebook.com/search/top?q=Jacquet%20-%20Coffee%20Bar%20and%20Eatery;https://stad.gent/sites/default/files/webform/winkels/9241/159580909_1340024773033653_2111220164060723889_n.jpg
JULIEN;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/231e1a92e738ae4946bb9670817c675d;Juwelen;Authentieke juwelen van de Gentse stadsontwerper Julien De Maere. Echt Gents, misschien zelfs nog Gentser dan de cuberdon. De torens verwerkt in een uniek setje van manchetknopen, of een heartbeat ring, waarvan elke piek symbool staat voor een toren.;;Vogelmarkt 8;9000;Gent;092333844;https://www.julien-jewelry.com;julien@julien-jewelry.com;092333844;;;;;https://www.julien-jewelry.com;https://stad.gent/sites/default/files/webform/winkels/10663/julien%20jewelry%202020%2004%20%281%29.jpg
Juwelier Van Den berge;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/8b8405774c5403b368d96c8a5ade592d;Juwelen;"Juwelierszaak gespecialiseerd in Parels en Briljant.
 Tevens ruim assortiment Uurwerken en Juwelen in Zilver.";;Antwerpsesteenweg 318;9040;Sint-Amandsberg;09 228 38 19;https://juweliervandenberge.be;juwelier-vdb@skynet.be;09/228 38 19;;;;;https://juweliervandenberge.be;https://stad.gent/sites/default/files/webform/winkels/7677/IMG_8963.JPG
Kaders Dizein;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/1d07344571452747582f3042b1b7560c;Wonen;Bij Kaders Dizein verzorgen we alle inlijstingen op maat voor particulieren, kunstenaars, galerijen maar ook voor bedrijven, restaurants, instellingen of hotels.;;Jef Vandermeulenstraat 13;9050;Gent;092304797;http://www.dizein.be;;;;;;;http://www.dizein.be;https://stad.gent/sites/default/files/webform/winkels/6734/Foto%20Kaders%20Dizein.jpg
Kookanje;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/9aedfc1287c08751a9260e6ea356152e;"Dranken en voeding;Kinderen;Koken en tafelen";Kookanje maakt KookKits voor kinderen om gezellig thuis met de kinderen te kokkerellen. De KookKit 'Winterwarm' is een speciale editie voor de sinterklaas- en kerstperiode. We hebben ook leuke kookspulletjes en cadeaubonnen voor kinderkookworkshops.;;Kolegemstraat 199;9032;Wondelgem;;https://www.kookanje.be/;info@kookanje.be;483461123;;;;;https://www.kookanje.be/;https://stad.gent/sites/default/files/webform/winkels/6809/KookKit_klein.jpg
La patka;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/68806434722baa5f8aecfe50c8b2b9d9;"Beauty;Kleding";La Patka is dé expert in kledingadvies. Op zoek naar een kleuranalyse of stijladvies, een personal shopper, een make-over of workshop make-up? Wij laten je stralen.;;Land van Waaslaan 2 bus 2;9000;Gent;0478274011;https://https://lapatka.be/;katrien@lapatka.be;478274011;;;;;https://https://lapatka.be/;https://stad.gent/sites/default/files/webform/winkels/11824/IMG_0466%20-%20kopie.JPG
Lokaalmarkt;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/e3a7f2b1b1c66fd32cd02f9c05addf29;"Dranken en voeding;Koken en tafelen";Kopen, ontmoeten en genieten in de brandweerkazerne te Gentbrugge op vrijdagmiddag. Kom shoppen tussen 15 en 19 uur. Lekker, leuk, lokaal.;;Peter Benoitlaan 78-80;9050;Gentbrugge;0499322857;https://reservatie.lokaalmarkt.be/Market/Gent;lokaalmarktgent@gmail.com;499322857;;;;;https://reservatie.lokaalmarkt.be/Market/Gent;https://stad.gent/sites/default/files/webform/winkels/8020/Lokaal_Gent_Lage_Resolutie-9.jpg
Love for body and feet;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/ec06b5062a60cb074608e4eda03f9af3;Beauty;"Schoonheidssalon waar je naast behandelingen ook bijhorende schoonheidsproducten kan kopen. Volgende merken zijn verkrijgbaar:
QMS Medicosmetics, Abidis cosmetics, Mii cosmetics, Oolaboo, Gehwol, Podocare";;Mageleinstraat 48a;9000;Gent;0032476222460;https://http://www.loveforbodyandfeet.be/;;;;;;;https://http://www.loveforbodyandfeet.be/;https://stad.gent/sites/default/files/webform/winkels/8548/Love%20for%20body%20and%20feet%20-%20schoonheidssalon_0.jpg
Love Stories;;Kleding;Een lingeriemerk dat de BH opwaardeert als het meest comfortabele stuk lingerie ter wereld.;;Sint-Pietersnieuwstraat 7;9000;Gent;09 215 16 00;https://lovestories.simplybook.it/v2/;lovestories-gent@gab.eu;09 215 16 00;;;;;https://lovestories.simplybook.it/v2/;
Lutherie Decorte;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/774e29fb2da6ddbc39932120d18860b6;Muziek, film en games;Speciaalzaak Akoestische gitaren: klassieke gitaar, flamenco- en folkgitaar. Alle herstellingen in eigen atelier sinds 1994. Snaren, boeken en accessoires voor de muziekschool. Online shop 24/7, gratis levering in Gent.;;Reginald Warnefordstraat 120;9040;Sint-Amandsberg;;https://www.lutheriedecorte.be;lutheriedecorte@icloud.com;486284666;;;;;https://www.lutheriedecorte.be;https://stad.gent/sites/default/files/webform/winkels/9074/Lutherie%20Decorte%20winkel%202020.jpg
M.A.R.T.H.A.;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/26617794d502fc87d26e7a8fc7c18c5c;"Accessoires;Juwelen";M.A.R.T.H.A. staat voor Modieus - Artistiek - Hedendaags - Accessoir tegen zachte prijsjes.;;Onderbergen 19;9000;Gent;093306640;https://www.instagram.com/martha_gent/;M.A.R.T.H.A.juwelen@gmail.com;93306640;;;;;https://www.instagram.com/martha_gent/;https://stad.gent/sites/default/files/webform/winkels/6894/IMG_1004.jpg
MADAM;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/5af35177b8d51680fb09c775a0bba68f;"Accessoires;Kleding;Schoenen";Verkoop & depot van tweedehands designer handtassen.;;Lange Kruisstraat, 6L;9000;Gent;0496356383;http://www.madam-gent.be;info@madam-gent.be;496356383;;;;;http://www.madam-gent.be;https://stad.gent/sites/default/files/webform/winkels/6790/125555100_815597612624705_4251945502750269230_n.jpg
Madame Panier;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/003cfb4073427e1a8b556db0052ec422;"Accessoires;Wonen";Madame Panier is een unieke interieur winkel vol manden, meubels en gevlochten decoratie in natuurlijke materialen met sterke focus op kwaliteit, praktische opbergoplossingen, originaliteit, fair trade en respect voor traditionele vlecht-technieken.;;Brabantdam 58;9000;Gent;09 233 55 90;https://www.madamepanier.be;lotte@madamepanier.be;0476 546 771;;;;;https://www.madamepanier.be;https://communicatie-digitaal.gent.be/kooplokaal/MadamePanier.jpg
Maison 12 - Pop-up bakkerij;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/0148b431c6ead1312c203d00d36421a6;Dranken en voeding;Workshopruimte MAISON 12 wordt (tijdelijk) pop-up bakkerij, elke zaterdag van 8-14u. Je kan er terecht voor Gentse mastellen, koffiekoeken, klaaskoeken, desembrood, yoghurtbrood, bokkepootjes, tartines russes, taarten volgens inspiratie…;;Onderstraat 12;9000;gent;0496748129;https://www.facebook.com/lamaison12be/;mia.ackaert@gmail.com;;;;;;https://www.facebook.com/lamaison12be/;https://communicatie-digitaal.gent.be/kooplokaal/maison12.png
Mephisto shop;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/355e916875529d6aa27b62b81ad0e4e3;Schoenen;Welkom bij Mephisto shop Gent. Sinds 1998 ontvangen we onze klanten elke dag opnieuw met een glimlach. Onze focus ligt op kwaliteit, draagcomfort, een uitmuntende service en persoonlijk advies.;;Mageleinstraat 35;9000;Gent;0472702073;https://www.mephistogent.be/nl;Steffi.brie@gmail.com;472702073;;;;;https://www.mephistogent.be/nl;https://stad.gent/sites/default/files/webform/winkels/6794/inbound1602447426412254212.jpg
Mus in een Plas;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/89b5821fd7988558e5c12d5a759361b3;"Accessoires;Juwelen;Wonen";"Winkel die bruist van originele wenskaarten, tekstproducten, juweeltjes en kleine gelukjes. Piep eens binnen!
Kijk ook eens op de webshop.";;Serpentstraat 22;9000;Gent;;https://shop.musineenplas.be;;;;;;;https://shop.musineenplas.be;https://stad.gent/sites/default/files/webform/winkels/6705/Mus%20in%20een%20plas%20-%20extra%20HR-32.jpg
My. Beauty & More;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/eb5734b3fd345e38a236b1ac04100bc4;Beauty;My.Beauty & More, uw piekfijn schoonheidsinstituut in Wondelgem, Gent heeft een missie: u volledig laten ontspannen én u tot in de puntjes verzorgen. Zodat u zich weer als herboren voelt!;;Evergemsesteenweg 176;9032;Wondelgem;0499717097;http://www.mybeautyandmore.be/default.asp;;;;;;;http://www.mybeautyandmore.be/default.asp;https://stad.gent/sites/default/files/webform/winkels/6719/mylene%20interieur.jpg
Nicole Men;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/33dfd8b9ed621ded4b0507b156fb29cf;Kleding;Gentlemenstore;;Brabantdam 29;9000;Gent;0478460023;http://www.nicolemen.shop;info@nicolemen.be;92239464;;;;;http://www.nicolemen.shop;https://communicatie-digitaal.gent.be/kooplokaal/NicoleMen.jpg
Off The Shelf Shop;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/88c07f9a1135aca12339fc98a6abaef7;"Accessoires;Beauty;Juwelen;Kleding;Koken en tafelen;Wonen";Off The Shelf heeft een aanbod van unieke en authentieke design- en gebruiksvoorwerpen. Rechtstreeks van de maker of kleinschalige ondernemingen, wereldwijd maar allen met een schoon geweten. Duurzaam, ecologisch verantwoord en vooral eerlijk.;;Onderstraat 33;9000;Gent;0496266719;http://www.offtheshelf.gent;;;;;;;http://www.offtheshelf.gent;https://stad.gent/sites/default/files/webform/winkels/6700/OTS01.jpg
OHNE;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/ae82fd56097c4777504f418de97172d6;Dranken en voeding;Bij OHNE winkel je verpakkingsvrij, biologisch en lokaal. Ga voor zero waste en maak een verschil voor onze planeet. Ontdek onze ruime keuze aan noten & zaden, vleesvervangers, ontbijtproducten, cosmetica en lokale biogroenten en -zuivel.;;Steendam 68;9000;Gent;0474789192;https://ohne.be/;contact@ohne.be;498019835;;;;;https://ohne.be/;https://stad.gent/sites/default/files/webform/winkels/11839/IMG-20170807-WA0001.jpg
Optiek Collette;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/680d8f486df5e40e247f9ba0f56d5e82;Accessoires;Optiek Collette blijft geopend tijdens de lockdown. Wij helpen je graag verder met de keuze van uw nieuwe bril. Ook voor een reparatie kan u bij ons terecht.;;Koningin Elisabethlaan 76;9000;Gent;092211221;https://www.collette.gent/;julie@collette.gent;476304872;;;;;https://www.collette.gent/;https://stad.gent/sites/default/files/webform/winkels/6814/YURI_ANDRIES_08-10-2020_COLLETTE_0201-bewerkt%20-%20Copy_0.jpg
Optiek Hauman;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/7f76ad93e59b46a63b5b41bd7ae4bd38;Accessoires;Bij optiek Hauman kan je terecht voor brillen, contactlenzen, zichtcontroles en zo veel meer. Wij staan steeds corona-proof klaar om u, liefst op afspraak, te helpen.;;Heerweg-Zuid, 113;9052;Zwijnaarde;092213285;http://www.optiek-hauman.be/;bvba.optiek.hauman@skynet.be;92213285;;;;;http://www.optiek-hauman.be/;https://stad.gent/sites/default/files/webform/winkels/7095/winkel%20binnen.jpg
Optiek Van Bignoot;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/aaaf83d5f2014bb5da529765aa5c147f;Accessoires;Kies je nieuwe bril, zonnebril of sportbril uit meer dan 40 merken. Ook voor lenzen aan de scherpste prijzen ben je bij ons aan het juiste adres.;;Zwijnaardsesteenweg 496;9000;Gent;092215973;http://www.optiekvanbignoot.be;;;;;;;http://www.optiekvanbignoot.be;https://stad.gent/sites/default/files/webform/winkels/6698/VAN%20BIGNOOT%202019%20-%20INTERIEUR-9.jpg
Paparazzi;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/b878f731fe89123705a99943c567a6ec;"Accessoires;Boeken;Dranken en voeding;Kinderen;Kleding;Speelgoed";"Paparazzi staat voor een compleet assortiment aan kranten en tijdschriften alsook een zeer uitgebreid assortiment aan souvenirs, tabaksproducten, chocolade en dranken.
We helpen je graag!";;Mageleinstraat 1;9000;Gent;092251451;http://www.paparazzi.gent;;;;;;;http://www.paparazzi.gent;https://communicatie-digitaal.gent.be/kooplokaal/Paparazzi.jpg
